,$id,Name,Position,Grade,YearOfBirth,PersonalShares,FromDate,ClosedDate,StockCode
0,2,Mr. Nguyễn Bá Sáng,Chairman of BOD,314,1981      ,358800.0,2008      ,2021-06-30T00:00:00,AGG
1,3,Mr. Nguyễn Thành Châu,Chief Accountant,166,1973      ,10.0,2019      ,2021-06-30T00:00:00,AGG
2,4,Mr. Nguyễn Trung Tín,Vice Chairman of BOD/Deputy CEO/Member of Internal Audit,27,1979      ,299000.0,2012      ,2021-06-30T00:00:00,AGG
3,5,Mr. Masakazu Yamaguchi,Member of BOD/Member of Internal Audit,59,1978      ,428918.0,2014      ,2021-06-30T00:00:00,AGG
4,6,Mr. Vũ Quang Thịnh,Member of BOD/Member of Internal Audit,56,1964      ,0.0,          ,2021-06-30T00:00:00,AGG
5,7,Mr. Đỗ Lê Hùng,Cheif of Internal Audit/Member of BOD,54,1969      ,0.0,          ,2021-06-30T00:00:00,AGG
0,2,Mr. Nguyễn Văn Tiến,Chairman of BOD,29,1961      ,102200.0,1982      ,2020-12-31T00:00:00,AGM
1,3,Mr. Trần Hoàng An,CEO,59,1957      ,0.0,N/A       ,2020-12-31T00:00:00,AGM
2,4,Mr. Nguyễn Ái,Chief of Supervisory Board,54,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGM
3,5,Ms. Trần Thị Cẩm Châm,Chief Accountant,88,1984      ,0.0,2008      ,2020-12-31T00:00:00,AGM
4,6,Mr. Đoàn Minh Thư,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGM
5,7,Ms. Vũ Thu Mười,Member of BOD,14,1971      ,0.0,2017      ,2020-12-31T00:00:00,AGM
6,8,Mr. Võ Bình,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGM
7,9,Mr. Lê Văn Huy,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGM
8,10,Mr. Ngọ Văn Trị,Deputy CEO,56,1977      ,0.0,2008      ,2020-12-31T00:00:00,AGM
9,11,Ms. Tạ Thị Hồng Thắm,Member of Supervisory Board,373,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGM
10,12,Mr. Vũ Lê Cương,Member of Supervisory Board,373,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGM
11,13,Mr. Huỳnh Thanh Tùng,Finance Director,14,1977      ,24300.0,1998      ,2020-12-31T00:00:00,AGM
12,14,Ms. Huỳnh Mỹ Loan,,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGM
0,2,Mr. Phan Văn Tuấn,Chairman of BOD,142,1978      ,0.0,2015      ,2020-12-31T00:00:00,AGR
1,3,Mr. Đinh Ngọc Phương,CEO/Member of BOD,304,1979      ,0.0,2015      ,2020-12-31T00:00:00,AGR
2,4,Ms. Lê Hương Giang,Chief of Supervisory Board,616,-1        ,1000.0,N/A       ,2020-12-31T00:00:00,AGR
3,5,Mr. Mai Khắc Chinh,Member of BOD,203,1964      ,2500.0,2015      ,2020-12-31T00:00:00,AGR
4,6,Ms. Phạm Thị Hồng Thu,Member of BOD,203,1972      ,1067.0,N/A       ,2020-12-31T00:00:00,AGR
5,7,Mr. Lê Quang Sự,Member of BOD,203,1972      ,0.0,          ,2020-12-31T00:00:00,AGR
6,8,Mr. Lê Sơn Tùng,Deputy CEO,"340,249",1983      ,0.0,N/A       ,2020-12-31T00:00:00,AGR
7,9,Mr. Bùi Đức Thắng,Deputy CEO,59,1973      ,11.0,2009      ,2020-12-31T00:00:00,AGR
8,10,Ms. Nguyễn Ngọc Lan,Deputy CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGR
9,11,Ms. Nguyễn Thị Hồng Nhung,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGR
10,12,Ms. Vũ Thị Hạnh,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGR
11,13,Ms. Dương Thị Hoàng Ngân,Member of Internal Audit,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGR
12,14,Mr. Nguyễn Thái Quốc,Cheif of Internal Audit,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AGR
0,2,Mr. Hoàng Văn Điều,Chairman of BOD,"1,59",1953      ,578860.0,1989      ,2020-12-31T00:00:00,ALT
1,3,Mr. Hoàng Minh Anh Tú,CEO/Member of BOD,18,1980      ,28595.0,2014      ,2020-12-31T00:00:00,ALT
2,4,Ms. Thái Thị Phượng,Chief of Supervisory Board,24,1965      ,24147.0,1993      ,2020-12-31T00:00:00,ALT
3,5,Ms. Nguyễn Thị Xuân,Chief Accountant,59,1982      ,0.0,2004      ,2020-12-31T00:00:00,ALT
4,6,Mr. La Thế Nhân,Member of BOD,497,1961      ,295550.0,N/A       ,2020-12-31T00:00:00,ALT
5,7,Mr. Nguyễn Minh Tuấn,Member of BOD,111,1978      ,1670.0,N/A       ,2020-12-31T00:00:00,ALT
6,8,Mr. Hoàng Minh Anh Tài,Deputy CEO,24,1982      ,0.0,2014      ,2020-12-31T00:00:00,ALT
7,9,Ms. Lại Thị Hồng Điệp,Vice Chairman of BOD/Deputy CEO,"24,15",1961      ,355863.0,1989      ,2020-12-31T00:00:00,ALT
8,10,Ms. Quách Thị Mai Trang,Member of Supervisory Board,96,1960      ,2819.0,1990      ,2020-12-31T00:00:00,ALT
9,11,Mr. Lê Quốc Thắng,Member of Supervisory Board,"23,529",1962      ,72.0,N/A       ,2020-12-31T00:00:00,ALT
0,2,Mr. Trương Thế Sơn,Chairman of BOD/CEO,272,1970      ,465749.0,2009      ,2020-12-31T00:00:00,ALV
1,3,Mr. Trương Thế Sơn,Chairman of BOD/CEO,203,1970      ,-1.0,2009      ,2020-12-31T00:00:00,ALV
2,4,Ms. Lâm Thu Huyền,Chairman of BOD,604,1976      ,0.0,N/A       ,2020-12-31T00:00:00,ALV
3,5,Mr. Bùi Minh Trường,CEO/Member of BOD,49,1973      ,0.0,N/A       ,2020-12-31T00:00:00,ALV
4,6,Ms. Hồ Thị Trà Giang,Chief of Supervisory Board,59,1981      ,-1.0,2007      ,2020-12-31T00:00:00,ALV
5,7,Ms. Mai Thị Xuyến,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,ALV
6,8,Ms. Hà Thị Hồng Nhung,Chief Accountant,203,-1        ,85000.0,N/A       ,2020-12-31T00:00:00,ALV
7,9,Mr. Lê Văn Bình,Chief Accountant/Member of BOD,203,1975      ,-1.0,2008      ,2020-12-31T00:00:00,ALV
8,10,Mr. Ngô Xuân Doanh,Member of BOD,203,1970      ,-1.0,2009      ,2020-12-31T00:00:00,ALV
9,11,Mr. Bùi Vĩnh Phúc,Member of BOD,203,1962      ,-1.0,1988      ,2020-12-31T00:00:00,ALV
10,12,Mr. Nguyễn Hữu Dũng,Member of BOD,203,1971      ,-1.0,2007      ,2020-12-31T00:00:00,ALV
11,13,Ms. Lê Thị Lộc,Member of BOD,309,1983      ,0.0,N/A       ,2020-12-31T00:00:00,ALV
12,14,Mr. Nguyễn Hữu Dũng,Member of BOD,59,1971      ,-1.0,2007      ,2020-12-31T00:00:00,ALV
13,15,Mr. Bùi Vĩnh Phúc,Member of BOD,369,1962      ,-1.0,1988      ,2020-12-31T00:00:00,ALV
14,16,Mr. Nguyễn Hữu Dũng,Member of BOD,59,1971      ,-1.0,2007      ,2020-12-31T00:00:00,ALV
15,17,Mr. Bùi Vĩnh Phúc,Member of BOD,"35,54",1962      ,-1.0,1988      ,2020-12-31T00:00:00,ALV
16,18,Mr. Lê Văn Bình,Chief Accountant/Deputy CEO/Member of BOD,59,1975      ,-1.0,2008      ,2020-12-31T00:00:00,ALV
17,19,Mr. Ngô Xuân Danh,Deputy CEO/Member of BOD,59,1979      ,-1.0,2009      ,2020-12-31T00:00:00,ALV
18,20,Mr. Lê Văn Bình,Chief Accountant/Deputy CEO/Member of BOD,59,1975      ,-1.0,2008      ,2020-12-31T00:00:00,ALV
19,21,Mr. Ngô Xuân Doanh,Deputy CEO/Member of BOD,59,1970      ,-1.0,2009      ,2020-12-31T00:00:00,ALV
20,22,Mr. Nguyễn Như Quỳnh,Member of Supervisory Board,59,1978      ,-1.0,2009      ,2020-12-31T00:00:00,ALV
21,23,Ms. Nguyễn Thị Huyền,Member of Supervisory Board,59,1982      ,-1.0,2008      ,2020-12-31T00:00:00,ALV
22,24,Mr. Đinh Hải Nam,Member of Supervisory Board,203,1981      ,0.0,N/A       ,2020-12-31T00:00:00,ALV
23,25,Ms. Nguyễn Thị Ngọc,Member of Supervisory Board,203,1986      ,85000.0,N/A       ,2020-12-31T00:00:00,ALV
0,2,Mr. Đinh Xuân Tự,Chairman of BOD,35,1970      ,708000.0,N/A       ,2020-12-31T00:00:00,AMC
1,3,Mr. Trần Minh Hưng,Chief of Supervisory Board,59,1978      ,0.0,N/A       ,2020-12-31T00:00:00,AMC
2,4,Mr. Quế Minh Hoàng,Chief Accountant,203,1979      ,0.0,2020      ,2020-12-31T00:00:00,AMC
3,5,Mr. Lê Đình Hùng,Director/Member of BOD,332,1971      ,445000.0,2018      ,2020-12-31T00:00:00,AMC
4,6,Ms. Nguyễn Thị Ngân,Member of BOD,59,1966      ,96100.0,N/A       ,2020-12-31T00:00:00,AMC
5,7,Mr. Nguyễn Trung Thành,Member of BOD,59,1981      ,5000.0,2008      ,2020-12-31T00:00:00,AMC
6,8,Mr. Nguyễn Thành Hưng,Member of Supervisory Board,27,1976      ,10000.0,2008      ,2020-12-31T00:00:00,AMC
7,9,Ms. Trần Thị Hồng Thái,Member of Supervisory Board,59,1976      ,0.0,2008      ,2020-12-31T00:00:00,AMC
8,10,Mr. Lê Văn Chiến,Deputy Director/Member of BOD,3,1976      ,29000.0,2007      ,2020-12-31T00:00:00,AMC
0,2,Ms. Vũ Thị Minh Huệ,Chairman of BOD,18,1985      ,0.0,N/A       ,2020-12-31T00:00:00,AMD
1,3,Mr. Nguyễn Đức Công,CEO/Member of BOD,"74,27",1981      ,0.0,N/A       ,2020-12-31T00:00:00,AMD
2,4,Ms. Nguyễn Thị Lan,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AMD
3,5,Mr. Nguyễn Trung Kiên,Chief Accountant,203,1975      ,0.0,N/A       ,2020-12-31T00:00:00,AMD
4,6,Mr. Lã Qúy Hiển,Member of BOD,"88,555",1977      ,500000.0,N/A       ,2020-12-31T00:00:00,AMD
5,7,Ms. Trần Thị Thúy Liễu,Deputy CEO/Member of BOD,15,1981      ,0.0,2017      ,2020-12-31T00:00:00,AMD
6,8,Mr. Nguyễn Đăng Vụ,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AMD
7,9,Mr. Phạm Anh Dũng,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AMD
0,2,Mr. Bùi Hoàng Tuấn,Chairman of BOD,"91,56",1963      ,550000.0,1997      ,2020-12-31T00:00:00,AME
1,3,Mr. Nguyễn Minh Nhật,Vice Chairman of BOD/CEO,"56,111",1988      ,1816815.0,2017      ,2020-12-31T00:00:00,AME
2,4,Ms. Bùi Kim Yến,Chief of Supervisory Board,88,1963      ,0.0,N/A       ,2020-12-31T00:00:00,AME
3,5,Ms. Nguyễn Tuấn Trang,Chief Accountant,15,1988      ,0.0,N/A       ,2020-12-31T00:00:00,AME
4,6,Mr. Nguyễn Anh Quân,Member of BOD,203,-1        ,0.0,          ,2020-12-31T00:00:00,AME
5,7,Ms. Âu Thiên Hương,Deputy CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AME
6,8,Mr. Lâm Sơn Tùng,Deputy CEO,22,1968      ,110000.0,2009      ,2020-12-31T00:00:00,AME
7,9,Ms. Lê Thị Bích Liên,Deputy CEO,24,1978      ,1050.0,N/A       ,2020-12-31T00:00:00,AME
8,10,Ms. Nguyễn Thị Mai Hương,Member of Supervisory Board,59,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AME
9,11,Ms. Nguyễn Thị Luyến,Member of Supervisory Board,59,-1        ,0.0,N/A       ,2020-12-31T00:00:00,AME
0,2,Mr. Nguyễn Thành Quang,Chairman of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,AMP
1,3,Mr. Nguyễn Văn Dũng,CEO/Vice Chairman of BOD,56,1963      ,2900.0,2008      ,2020-12-31T00:00:00,AMP
2,4,Mr. Đỗ Đình Ngọc,Chief Accountant,56,1977      ,9200.0,2001      ,2020-12-31T00:00:00,AMP
3,5,Mr. Trần Đỗ Thành,Vice Chairman of BOD,561,1977      ,0.0,2015      ,2020-12-31T00:00:00,AMP
4,6,Mr. Nguyễn Anh Dũng,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,AMP
5,7,Mr. Nguyễn Tiến Thanh,Member of BOD,"23,616",1970      ,0.0,N/A       ,2020-12-31T00:00:00,AMP
6,8,Ms. Nguyễn Diệu Trinh,Member of BOD,420,1979      ,377622.0,N/A       ,2020-12-31T00:00:00,AMP
7,9,Mr. Đỗ Văn Bé,Member of BOD,233,1960      ,0.0,2002      ,2020-12-31T00:00:00,AMP
8,10,Mr. Dương Đình Sơn,Deputy CEO,20,1983      ,800.0,2010      ,2020-12-31T00:00:00,AMP
9,11,Ms. Nguyễn Thị Hương,Vice Chairman of BOD/Deputy CEO,233,1970      ,1120833.0,1993      ,2020-12-31T00:00:00,AMP
10,12,Mr. Đỗ Chi,Deputy CEO/Member of BOD,3,1961      ,3000.0,2004      ,2020-12-31T00:00:00,AMP
11,13,Mr. Lê Mạnh Hiền,Member of Supervisory Board,59,1975      ,4000.0,1999      ,2020-12-31T00:00:00,AMP
12,14,Mr. Trần Tiến Đức,Member of Supervisory Board,59,1990      ,0.0,N/A       ,2020-12-31T00:00:00,AMP
13,15,Ms. Phạm Thị Hiền,Member of Supervisory Board,59,1985      ,0.0,2016      ,2020-12-31T00:00:00,AMP
0,2,Mr. Nakatani Yoshitaka,Chairman of BOD,3,1964      ,0.0,N/A       ,2020-12-31T00:00:00,AMV
1,3,Ms. Lê Thị Hương,Chief of Supervisory Board,88,1987      ,0.0,N/A       ,2020-12-31T00:00:00,AMV
2,4,Ms. Lê Thị Việt Hà,Chief Accountant,3,1977      ,0.0,2020      ,2020-12-31T00:00:00,AMV
3,5,Ms. Đặng Nhị Nương,Director/Member of BOD,46,1956      ,5424340.0,N/A       ,2020-12-31T00:00:00,AMV
4,6,Mr. Lê Khánh Nguyên,Member of BOD,203,1956      ,0.0,          ,2020-12-31T00:00:00,AMV
5,7,Ms. Nguyễn Hương Giang,Member of Supervisory Board,88,1993      ,0.0,N/A       ,2020-12-31T00:00:00,AMV
6,8,Ms. Vũ Thu Thuỷ,Member of Supervisory Board,88,1985      ,0.0,N/A       ,2020-12-31T00:00:00,AMV
0,2,Mr. Đỗ Lập Nghiệp,Chairman of BOD/Deputy CEO,56,1975      ,469000.0,2004      ,2021-03-04T00:00:00,ANV
1,3,Mr. Doãn Tới,Vice Chairman of BOD/CEO,23,1954      ,71805000.0,2001      ,2021-03-04T00:00:00,ANV
2,4,Ms. Huỳnh Thị Kim Thoa,Chief Accountant,589,1985      ,20000.0,2007      ,2021-03-04T00:00:00,ANV
3,5,Mr. Doãn Chí Thanh,Member of BOD,18,1983      ,17160000.0,2008      ,2021-03-04T00:00:00,ANV
4,6,Mr. Doãn Chí Thiên,Member of BOD,59,1989      ,17159999.0,2012      ,2021-03-04T00:00:00,ANV
5,7,Ms. Nguyễn Thị Minh Ý,Member of BOD,88,1979      ,0.0,          ,2021-03-04T00:00:00,ANV
6,8,Ms. Doãn Hải Phượng,Member of BOD,59,1991      ,50100.0,          ,2021-03-04T00:00:00,ANV
7,9,Mr. Nguyễn Văn Vỹ,Deputy CEO,56,1976      ,0.0,2000      ,2021-03-04T00:00:00,ANV
8,10,Mr. Trần Minh Cảnh,Finance Director/Deputy CEO,59,1965      ,20000.0,2011      ,2021-03-04T00:00:00,ANV
9,11,Ms. Dương Thị Kim Hương,Deputy CEO,88,1965      ,0.0,2001      ,2021-03-04T00:00:00,ANV
10,12,Mr. Lê Tiến Dũng,Member of Internal Audit,203,1965      ,-1.0,N/A       ,2021-03-04T00:00:00,ANV
11,13,Mr. Nguyễn Trọng Hữu,Member of Internal Audit,203,1988      ,-1.0,N/A       ,2021-03-04T00:00:00,ANV
12,14,Mr. Dương Minh Phong,Cheif of Internal Audit,88,1977      ,20444.0,2014      ,2021-03-04T00:00:00,ANV
0,2,Mr. Võ Thái Sơn,Chairman of BOD/Deputy CEO,24,1995      ,800000.0,2017      ,2020-12-31T00:00:00,APC
1,3,Ms. Võ Thùy Dương,CEO/Member of BOD,24,1991      ,8052920.0,2014      ,2020-12-31T00:00:00,APC
2,4,Ms. Nguyễn Thị Minh Tâm,Chief Accountant,59,1984      ,0.0,2012      ,2020-12-31T00:00:00,APC
3,5,Ms. Nguyễn Thị Yên,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,APC
4,6,Ms. Huỳnh Thị Bích Loan,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,APC
5,7,Ms. Phạm Thị Lượng,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,APC
6,8,Mr. Huỳnh Ngọc Hậu,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,APC
7,9,Mr. Nguyễn Ngọc Hoàng,,14,1987      ,0.0,N/A       ,2020-12-31T00:00:00,APC
0,2,Mr. Nguyễn Hồ Hưng,Chairman of BOD,24,1970      ,3244900.0,2013      ,2021-06-30T00:00:00,APG
1,3,Mr. Trần Thiên Hà,Vice Chairman of BOD/CEO,56,1971      ,0.0,2007      ,2021-06-30T00:00:00,APG
2,4,Ms. Nguyễn Thị Phương,Chief of Supervisory Board,88,1974      ,0.0,2015      ,2021-06-30T00:00:00,APG
3,5,Mr. Nguyễn Thanh Nghị,Chief Accountant,187,1975      ,0.0,2011      ,2021-06-30T00:00:00,APG
4,6,Mr. Mai Thanh Phương,Member of BOD,203,1971      ,980000.0,N/A       ,2021-06-30T00:00:00,APG
5,7,Mr. Võ Quí Lâm,Member of BOD,203,-1        ,200000.0,N/A       ,2021-06-30T00:00:00,APG
6,8,Mr. Nguyễn Anh Dũng,Member of BOD,55,1970      ,0.0,2013      ,2021-06-30T00:00:00,APG
7,9,Mr. Nguyễn Mạnh Linh,Deputy CEO,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,APG
8,10,Ms. Dương Tuyết Nhung,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2021-06-30T00:00:00,APG
9,11,Ms. Phạm Thị Bích Ngà,/,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,APG
0,2,Mr. Phạm Ánh Dương,Chairman of BOD,56,1976      ,4300000.0,2002      ,2020-12-31T00:00:00,APH
1,3,Mr. Đinh Xuân Cường,CEO/Member of BOD,385,1976      ,2000000.0,2017      ,2020-12-31T00:00:00,APH
2,4,Ms. Phạm Thị Hoa,Chief of Supervisory Board,"373,166",1992      ,0.0,2018      ,2020-12-31T00:00:00,APH
3,5,Ms. Hồ Thị Hòe,Chief Accountant,15,1984      ,0.0,N/A       ,2020-12-31T00:00:00,APH
4,6,Mr. Nirav Sudhir Patel,Member of BOD,599,1982      ,696000.0,          ,2020-12-31T00:00:00,APH
5,7,Mr. Nguyễn Lê Trung,Member of BOD,56,1976      ,2850000.0,2002      ,2020-12-31T00:00:00,APH
6,8,Mr. Phạm Hoàng Việt,Member of BOD,56,1981      ,2850000.0,2003      ,2020-12-31T00:00:00,APH
7,9,Mr. Phạm Đỗ Huy Cường,Finance Director/Deputy CEO/Member of BOD,56,1983      ,500000.0,2018      ,2020-12-31T00:00:00,APH
8,10,Ms. Nguyễn Thị Tiện,Deputy CEO/Member of BOD,23,1985      ,1500000.0,2007      ,2020-12-31T00:00:00,APH
9,11,Mr. Nguyễn Ngọc Hoàng Anh,Member of Supervisory Board,15,1996      ,0.0,2018      ,2020-12-31T00:00:00,APH
10,12,Ms. Nguyễn Thị Thúy Nga,Member of Supervisory Board,15,1993      ,0.0,2017      ,2020-12-31T00:00:00,APH
0,2,Mr. Hán Kông Khanh,Chairman of BOD,325,1975      ,0.0,2018      ,2020-12-31T00:00:00,API
1,3,Ms. Nguyễn Thị Thanh,Chief of Supervisory Board,"15,56",-1        ,0.0,2014      ,2020-12-31T00:00:00,API
2,4,Ms. Nguyễn Hoài Giang,Chief Accountant,15,1982      ,0.0,2013      ,2020-12-31T00:00:00,API
3,5,Mr. Đinh Quốc Đức,Member of BOD,325,-1        ,0.0,          ,2020-12-31T00:00:00,API
4,6,Mr. Lê Hoài Sơn,Member of BOD,54,-1        ,0.0,          ,2020-12-31T00:00:00,API
5,7,Mr. Nguyễn Đỗ Lăng,Member of BOD,55,1974      ,0.0,          ,2020-12-31T00:00:00,API
6,8,Mr. Nguyễn Hoàng Linh,Deputy CEO,56,1979      ,0.0,2011      ,2020-12-31T00:00:00,API
7,9,Ms. Nguyễn Ngọc Diệp,Member of Supervisory Board,39,-1        ,0.0,2018      ,2020-12-31T00:00:00,API
8,10,Ms. Hồ Thị Thùy,Member of Supervisory Board,3,-1        ,0.0,N/A       ,2020-12-31T00:00:00,API
9,11,Mr. Phạm Duy Hưng,Permanent Deputy CEO,59,-1        ,0.0,2016      ,2020-12-31T00:00:00,API
0,2,Mr. Đỗ Duy Hùng,Chairman of BOD,34,1962      ,19672.0,1985      ,2020-12-31T00:00:00,APL
1,3,Mr. Đỗ Duy Hùng,Chairman of BOD,34,1962      ,19672.0,1985      ,2020-12-31T00:00:00,APL
2,4,Ms. Trần Thu Hương,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,APL
3,5,Ms. Lê Thị Vân Anh,Chief of Supervisory Board,15,1971      ,-1.0,2015      ,2020-12-31T00:00:00,APL
4,6,Ms. Trương Thị Diễm,Chief Accountant,59,1961      ,25000.0,1982      ,2020-12-31T00:00:00,APL
5,7,Ms. Đặng Thị Quỳnh Trang,Chief Accountant,59,1981      ,2528.0,N/A       ,2020-12-31T00:00:00,APL
6,8,Mr. Nguyễn Mạnh Tú,Director/Member of BOD,24,1978      ,654.0,2002      ,2020-12-31T00:00:00,APL
7,9,Mr. Nguyễn Mạnh Tú,Director/Member of BOD,24,1978      ,654.0,2002      ,2020-12-31T00:00:00,APL
8,10,Mr. Lưu Văn Hưng,Member of BOD,23,1957      ,-1.0,2015      ,2020-12-31T00:00:00,APL
9,11,Ms. Lê Thị Minh Hà,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,APL
10,12,Ms. Nguyễn Thị Thùy Vân,Member of Supervisory Board,88,1977      ,-1.0,2016      ,2020-12-31T00:00:00,APL
11,13,Ms. Cao Thị Thảo,Member of Supervisory Board,297,1975      ,1910.0,1998      ,2020-12-31T00:00:00,APL
12,14,Ms. Nguyễn Thị Thùy Vân,Member of Supervisory Board,88,1977      ,-1.0,2016      ,2020-12-31T00:00:00,APL
13,15,Ms. Cao Thị Thảo,Member of Supervisory Board,297,1975      ,1910.0,1998      ,2020-12-31T00:00:00,APL
14,16,Mr. Phạm Công Lộc,Deputy Director/Member of BOD,360,1962      ,22382.0,1987      ,2020-12-31T00:00:00,APL
15,17,Mr. Nguyễn Hữu Toàn,Deputy Director/Member of BOD,517,1968      ,4800.0,1989      ,2020-12-31T00:00:00,APL
16,18,Mr. Phạm Công Lộc,Deputy Director/Member of BOD,360,1962      ,23382.0,1987      ,2020-12-31T00:00:00,APL
17,19,Mr. Nguyễn Hữu Toàn,Deputy Director/Member of BOD,517,1968      ,4800.0,1989      ,2020-12-31T00:00:00,APL
0,2,Mr. Nguyễn Trường Sơn,Chairman of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,APP
1,3,Mr. Hoàng Trung Dũng,Vice Chairman of BOD/CEO,"301,72",1965      ,1139828.0,1998      ,2020-12-31T00:00:00,APP
2,4,Ms. Lê Thị Bạch Liên,Chief of Supervisory Board,203,-1        ,7809.0,2007      ,2020-12-31T00:00:00,APP
3,5,Mr. Chu Xuân Thắng,Chief Accountant,203,1977      ,0.0,N/A       ,2020-12-31T00:00:00,APP
4,6,Mr. Nguyễn Văn Vũ,Member of BOD,203,1952      ,0.0,N/A       ,2020-12-31T00:00:00,APP
5,7,Mr. Nguyễn Hà Trung,Member of BOD,203,-1        ,785065.0,N/A       ,2020-12-31T00:00:00,APP
6,8,Mr. Hoàng Bình Dương,Deputy CEO/Member of BOD,203,1955      ,299591.0,N/A       ,2020-12-31T00:00:00,APP
7,9,Mr. Nguyễn Văn Hiếu,Deputy CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,APP
8,10,Mr. Nguyễn Hồng Điệp,Deputy CEO,203,1971      ,0.0,N/A       ,2020-12-31T00:00:00,APP
9,11,Mr. Phạm Ngọc Quốc Cường,Member of Supervisory Board,203,-1        ,64487.0,N/A       ,2020-12-31T00:00:00,APP
0,2,Mr. Phạm Duy Hưng,Chairman of BOD,59,1979      ,20.0,2007      ,2020-12-31T00:00:00,APS
1,3,Mr. Nguyễn Đỗ Lăng,CEO,55,1974      ,5436220.0,2006      ,2020-12-31T00:00:00,APS
2,4,Ms. Phạm Thị Đức Việt,Chief of Supervisory Board,56,1982      ,0.0,2007      ,2020-12-31T00:00:00,APS
3,5,Ms. Nguyễn Thị Thanh,Chief Accountant,"15,56",1981      ,0.0,2015      ,2020-12-31T00:00:00,APS
4,6,Ms. Phạm Hoài Phương,Member of BOD,59,1981      ,0.0,2008      ,2020-12-31T00:00:00,APS
5,7,Mr. Vũ Trọng Quân,Member of BOD,56,1973      ,0.0,2015      ,2020-12-31T00:00:00,APS
6,8,Mr. Nguyễn Quang Huy,Member of BOD,59,-1        ,29000.0,2020      ,2020-12-31T00:00:00,APS
7,9,Ms. Nguyễn Hoài Giang,Member of Supervisory Board,15,1982      ,1000.0,2006      ,2020-12-31T00:00:00,APS
8,10,Mr. Nguyễn Đức Quân,Member of Supervisory Board,59,1984      ,0.0,2009      ,2020-12-31T00:00:00,APS
0,2,Mr. Nguyễn Quyết Thắng,Chairman of BOD,59,1969      ,0.0,2007      ,2020-12-31T00:00:00,AQN
1,3,Mr. Vũ Công Vinh,CEO/Member of BOD,24,1978      ,24600.0,2003      ,2020-12-31T00:00:00,AQN
2,4,Ms. Trần Thị Mỹ,Chief of Supervisory Board,"8,24",1964      ,0.0,1998      ,2020-12-31T00:00:00,AQN
3,5,Ms. Nguyễn Thị Thanh Nga,Chief Accountant,15,1978      ,0.0,2003      ,2020-12-31T00:00:00,AQN
4,6,Mr. Chu Quang Thắng,Deputy CEO/Member of BOD,59,1974      ,0.0,2004      ,2020-12-31T00:00:00,AQN
5,7,Ms. Bùi Thị Minh Nga,Member of Supervisory Board,15,1977      ,0.0,2001      ,2020-12-31T00:00:00,AQN
6,8,Ms. Phạm Thị Kim Luyến,Member of Supervisory Board,59,1981      ,3900.0,2005      ,2020-12-31T00:00:00,AQN
0,2,Mr. Đào Khắc Hậu,Chairman of BOD,203,-1        ,777778.0,N/A       ,2020-12-31T00:00:00,ARM
1,3,Mr. Nguyễn Duy Việt,CEO/Member of BOD,54,1978      ,0.0,N/A       ,2020-12-31T00:00:00,ARM
2,4,Ms. Đỗ Thu Hằng,Chief of Supervisory Board,3,1967      ,0.0,1993      ,2020-12-31T00:00:00,ARM
3,5,Mr. Dương Quang Trung,Chief Accountant,54,1975      ,0.0,N/A       ,2020-12-31T00:00:00,ARM
4,6,Mr. Đỗ Khắc Thanh,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,ARM
